,tweet,user
0,GO WET WaterPark Promo Diskon 50% untuk pembayaran dengan TCASH* | Lihat informasi promosi dan ketentuan selengkapnya hanya di https://t.co/C8vHKIuV18,katalogpromosi
1,Nga ada duit banyak mau nya Pas ada duit pelit bener sampe mo beli sabun aja mili mili yg diskon maksimal yg mna,frianalim
2,Ayoo lgi diskon nih,Irwan97193991
3,Lagi asik telponan sama gebetan tiba2 pulsa habis. Bete bangetkan! Apalagi ga ada tempat pulsa yg buka. Tapi tenang karena saat ini kamu lebih mudah beli pulsa Telkomsel di Dinomarket. Bikin komunikasi kamu semakin lancar dengan DISKON 110 Ribu. Klik https://t.co/jR8dNlxoe2 https://t.co/sbI53KB7RG,DINOMARKET
4,@infectrno x.   Mantap. Gue nyari temen band dah. Jangan bosen liat muka gue ntaran ye bang. Sama bisa lah kasih diskon buat pelanggan tetap lo ini hehe,monochroem
5,"@.ananda ini gapunya twitter. Anak igeh dong. Mingyu @pledis_17 protection squad. Kak rai mau saingan Mingyu sama ini anak, mundur duluan. Kalo promo lip tint seventeen atau apapun bisa dong kasih diskon ke kita nda 😂",fiiagst
6,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
7,"@bayu_joo Selama kalian lihat diskon 90% pas di itung2 jadi 150rb, lalu kalian liat brg lain tanpa diskon dg harga 100rb, dan kalian pilih yg 100rb... Selamat, aku jugah begitoh",Ne_Leavtin
8,Happyfresh Promo Diskon 30% untuk Pembelian Produk di Kategori BAYI! https://t.co/odKL1YEIHh,katalogpromosi
9,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"@askmenfess mending ke guardian lgsg aja mba,ada diskon ko aku beli yg gede gt 180an lagi diskon soalnya wkwk",Fitriandryn_26
12,orang2 liat barang diskon 50% langsung diborong  aku liat barang diskon 50% ngitung dulu harganya jadi berapa setelah dipotong diskon eh tetep ngga kebeli,bayu_joo
13,"Buka jasa vector art nihh...  🔷Vector 40k / wajah Diskon jadi 30k = jika lebih dari 2 wajah  🔷Cepet = tambahan 10k 🔷Background custom = 10k (Pemandangan, logo)  -------  Cetak + figura = 45k",kenrieco_m
14,"250K GRATIS BUAT PESEN HOTEL!?  NIH PAKE LINK AKU NIH, BIAR BISA STAYCATION TAPI DISKON 250 REBAY. KAPAN LAGI KAN!? CUS!  https://t.co/MbJaZ6Z0Dw  . Use code: RIBKNQVPH",ribkadel
