,tweet,user
0,"Diskon Toyota Bogor, hub: 085701512000 https://t.co/UPX6O9lxEl #ToyotaBogor",Auto2000Bogor
1,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
2,@lilyelserisa Untung gasido berburu diskon ya sis.,raaayik
3,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
4,"Nah siapa nih yang sudah nungguin diskon di MAP? Cardholders, diskon MAP kali ini hingga 50% loh. Yuk kapan lagi kan? Langsung gunakan #mandiricard dan nikmati diskonnya #mandiripromo https://t.co/9oWxw9g4up https://t.co/68azTfPPRQ",mandiricard
5,@alesadewi Diskon pengiriman kok bs sampe sebanyak itu ya,IndriEkaSaras
6,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
7,@altsteg sebel akutu pdhl ada voucher diskon hm bnke emg,bitjihx
8,"@askmenfess frame harga asli 800k, tapi diskon jadi 600k. kacanya 200k.  min gua juga dah gede banget yaampun.",WONGYUDKHEI
9,@nandanancil iya ba wkwk lg diskon dikit lsg kubeli 😂,lxxc999
10,@naturalfarm Hi saya mau tanya. Payment pake gopay diskon 50% itu bagaimana penjelasanya?. Apakah kita pada saat checkout total harga dipotong 50%?,Ikhwanpcr
11,Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% https://t.co/dQ1yyKMDys  #PromoHotel #HotelMurah #Liburan #Hotel,TYNS_TRAVEL
12,"Nah siapa nih yang sudah nungguin diskon di MAP? Cardholders, diskon MAP kali ini hingga 50% loh. Yuk kapan lagi kan? Langsung gunakan #mandiricard dan nikmati diskonnya #mandiripromo https://t.co/9oWxw9g4up https://t.co/68azTfPPRQ",mandiricard
13,CHICKING Indonesia Promo November Ceria Diskon 20%* setiap pembelian MAMIN 2 (Makan Minum) - https://t.co/gZBsqhmUFv https://t.co/0IdkuCYB7d,kotadotcom
14,"Yuk ikutan SOGO Big Sale! Nikmati promo menarik berupa voucher hingga Rp500 ribu dengan #mandiridebit dan #mandiricard. Ada juga tambahan diskon dengan #fiestapoin. Buruan, jangan sampai ketinggalan ya Cardholders! https://t.co/5UvtIf7nhY https://t.co/ucQyNOtiwV",mandiricard
